Label,Title,Summary,Date,Author
1,donald trump appears to take sheldon adelson’s advice on humility,"a day after mr. trump met with the casino magnate and republican donor, the candidate said he had regrets about “saying the wrong thing.”",2016-08-27,jonathan martin
1,the elements of trumpism,how trump’s rise illustrates the pull of authoritarianism.,2016-03-05,ross douthat
1,trump blames terrorism for plane crash,donald j. trump said the egyptair plane was “blown out of the sky.” the governments of france and egypt have have not called it a terrorist act but have not ruled it out.,2016-05-20,no author found
1,trump speaks after rout in indiana,"after a win left him on the precipice of the republican nomination, donald j. trump reiterated his campaign's message that america needs to “win again,” and will.",2016-05-04,no author found
1,"donald trump’s income isn’t always what he says it is, records suggest",records of mr. trump’s tax appeals and other documents indicate that actual income from some of his businesses may be nowhere near what he has reported on financial disclosures.,2016-11-03,russ buettner
1,fact checks of the third presidential debate,reporters for the new york times fact-checked the statements made by hillary clinton and donald j. trump during wednesday’s presidential debate.,2016-10-20,no author found
1,former trump aide calls ukraine meddling theory fiction; trump would welcome senate trial,"president donald trump's former russia adviser urged lawmakers in the house of representatives impeachment inquiry on thursday not to promote ""politically driven falsehoods"" that cast doubt on russia's interference in the 2016 u.s. election.",2019-11-22,no author found
1,"no target too small, trump intervenes to oust ohio’s g.o.p. chair","president-elect donald j. trump pressured republican activists by phone, determined to remove an ohio party official who had publicly opposed his campaign.",2017-01-06,jonathan martin
1,trump tweets he was ‘saddened’ by ‘bad’ emmy ratings,"politics dominated the awards show on sunday, and two days later, the president finally reacted.",2017-09-20,matthew haag
1,a message from president trump,he has been tweeting his feelings but not necessarily the facts about harley-davidson.,2018-07-05,patrick chappatte
1,fox news is trump’s chief tv booster. so why is he griping about it?,a phone call from the president to the fox news chief executive suggests a crack in the alliance between him and his favorite news network.,2019-10-13,michael
1,trump foundation tells new york it has stopped soliciting after state order,the state attorney general’s office said the donald j. trump foundation had also requested and was granted an extension for filing its financial paperwork.,2016-10-17,steve eder
1,donald trump’s deals rely on being creative with the truth,"over the span of his career, project after project has produced allegations of bad faith, broken promises, blatant lies or outright fraud.",2016-07-16,david barstow
1,afghanistan is now trump’s war,requests for a new troop surge in afghanistan must be met with skepticism.,2017-03-10,no author found
1,why trump stays afloat,the same forces that propel a radical candidate to a party’s nomination also provide a floor through which he is unlikely to fall.,2016-10-29,sam wang
1,stop calling trump a populist,"from tax cuts to kavanaugh, he’s been relentless about hurting working-class americans.",2018-08-02,paul krugman
1,"in 77 chaotic minutes, trump defends ‘fine-tuned machine’","in a free-for-all news conference, the president took aim at enemies old and new: journalists, judges and secret-sharing judases.",2017-02-17,michael
1,why trump stays afloat,the same forces that propel a radical candidate to a party’s nomination also provide a floor through which he is unlikely to fall.,2016-10-29,sam wang
1,trump foundation tells new york it has stopped soliciting after state order,the state attorney general’s office said the donald j. trump foundation had also requested and was granted an extension for filing its financial paperwork.,2016-10-17,steve eder
1,comey is trump’s ultimate victory,"the former f.b.i. director has better, nobler fodder than the president’s hands and hair.",2018-04-16,frank bruni
1,former trump aide calls ukraine meddling theory fiction; trump would welcome senate trial,"president donald trump's former russia adviser urged lawmakers in the house of representatives impeachment inquiry on thursday not to promote ""politically driven falsehoods"" that cast doubt on russia's interference in the 2016 u.s. election.",2019-11-22,no author found
1,"run on a ticket with donald trump? no, thanks, many republicans say",a remarkable range of leading republicans have been emphatic publicly or privately that they do not want to be considered as donald j. trump’s running mate.,2016-04-30,patrick healy
1,a message from president trump,he has been tweeting his feelings but not necessarily the facts about harley-davidson.,2018-07-05,patrick chappatte
1,"how truthful was trump in his first year? before his state of the union, what our fact checks show","on golf, vacations and draining the swamp: here’s a progress report on mr. trump’s campaign promises about his approach to the presidency.",2018-01-23,linda qiu
1,"allen weisselberg, trump organization’s finance chief, may be questioned","the request set off alarm bells inside the company, as the executive has handled its finances for decades, has managed president trump’s trust and has even reviewed the trump campaign’s books.",2018-07-27,maggie haberman
1,"weak trump, strong paul ryan",will congress get its way despite the president’s campaign promises? probably.,2017-06-12,david leonhardt
1,donald trump discusses how he’ll select a running mate,donald j. trump said on wednesday that he expected to reveal his vice presidential pick sometime in july — before the republican national convention in cleveland.,2016-05-04,maggie haberman
1,comey is trump’s ultimate victory,"the former f.b.i. director has better, nobler fodder than the president’s hands and hair.",2018-04-16,frank bruni
1,an easy trade win for trump,the president should announce his full support for the export-import bank.,2017-02-02,fred hochberg
1,donald trump’s lead remains firm in new quinnipiac survey,"in the latest quinnipiac university poll of republican voters, donald j. trump is at 20 percent and ahead of gov. scott walker (13 percent) of wisconsin and former gov. jeb bush (10 percent) of florida.",2015-07-30,alan rappeport
1,"run on a ticket with donald trump? no, thanks, many republicans say",a remarkable range of leading republicans have been emphatic publicly or privately that they do not want to be considered as donald j. trump’s running mate.,2016-04-30,patrick healy
1,donald trump accuses muslims of ignoring terror plots in their midst,"a day after the terror attack in brussels, mr. trump said muslims bore responsibility for such attacks because they had been looking the other way.",2016-03-23,alan rappeport
1,when a pillar of the fourth estate rests on a trump-murdoch axis,"the ties between rupert murdoch and president trump are undeniably close, writes our media columnist. but what does that mean for the press, and the rest of us?",2017-02-13,jim rutenberg
1,hospital confirms eric trump helped raise $16.3 million for it,an official at st. jude children’s research hospital in tennessee said the eric trump foundation had helped raised the money over the past decade.,2017-01-06,eric lipton
1,"donald trump aide apologizes for saying, ‘you can’t rape your spouse’","donald j. trump’s special counsel said that it was a moment of “shock and anger” that led him to suggest, during an interview about the presidential candidate’s past, that rape could not occur between spouses.",2015-07-28,alan rappeport
1,"allen weisselberg, trump organization’s finance chief, may be questioned","the request set off alarm bells inside the company, as the executive has handled its finances for decades, has managed president trump’s trust and has even reviewed the trump campaign’s books.",2018-07-27,maggie haberman
1,"donald trump settled a real estate lawsuit, and a criminal case was closed","in 2011, mr. trump and his co-defendants settled a suit involving one of his buildings amid a storm that threatened to cast a harsh light on how he did business.",2016-04-06,mike mcintire
1,mr. trump goes to china,building bridges. also walls.,2017-11-07,patrick chappatte
1,donald trump accuses muslims of ignoring terror plots in their midst,"a day after the terror attack in brussels, mr. trump said muslims bore responsibility for such attacks because they had been looking the other way.",2016-03-23,alan rappeport
1,when a pillar of the fourth estate rests on a trump-murdoch axis,"the ties between rupert murdoch and president trump are undeniably close, writes our media columnist. but what does that mean for the press, and the rest of us?",2017-02-13,jim rutenberg
1,decoding the trump market rally,"president-elect donald trump's fiscal policy is expansive, says billionaire wilbur ross, a possible nominee for treasury secretary.",2016-11-15,cnbc
1,"if liberals hate him, then trump must be doing something right",why bother with conservative principles when there are left-wing moonbats to ridicule?,2017-05-12,charles sykes
1,"donald trump aide apologizes for saying, ‘you can’t rape your spouse’","donald j. trump’s special counsel said that it was a moment of “shock and anger” that led him to suggest, during an interview about the presidential candidate’s past, that rape could not occur between spouses.",2015-07-28,alan rappeport
1,full video: trump declares national emergency,president trump spoke from the white house’s rose garden.,2019-02-15,no author found
1,trump engaged in suspect tax schemes as he reaped riches from his father,"the president has long sold himself as a self-made billionaire, but a times investigation found that he received at least $413 million in today’s dollars from his father’s real estate empire, much of it through tax dodges in the 1990s.",2018-10-02,david barstow
1,"‘brexit’ will strengthen britain, trump says","speaking in scotland on friday, donald j. trump, the presumptive republican presidential nominee, welcomed britain’s vote to leave the european union.",2016-06-24,cbs
1,mr. trump goes to china,building bridges. also walls.,2017-11-07,patrick chappatte
1,"reporter’s question, repeated, sets trump on latest media attack","after his profane tweet pushed cnn to allow an exception to its standards, the president trotted out his latest sobriquet: “corrupt news media.”",2019-10-02,michael
1,"if trump wins florida, it’s because of these people",among the faithful the day before the election.,2016-11-08,emma roller
1,what trump doesn’t understand about the military,"the republican candidate has veterans’ support, but insults our service.",2016-09-09,sue fulton
1,"taking the gloves off, marco rubio punches back at donald trump","senator marco rubio, who had been staying above the fray in the republican presidential field, hit back at donald j. trump after mr. trump called him a “kid” and criticized his record in the senate.",2015-09-24,alan rappeport
1,trump engaged in suspect tax schemes as he reaped riches from his father,"the president has long sold himself as a self-made billionaire, but a times investigation found that he received at least $413 million in today’s dollars from his father’s real estate empire, much of it through tax dodges in the 1990s.",2018-10-02,david barstow
1,kasich: trump is unprepared to lead,"the republican presidential hopeful and governor of ohio, john kasich, said that donald j. trump, the republican front-runner, is not ready to become the leader of the free world.",2016-03-31,no author found
1,what donald trump gets wrong about sexual harassment,his comments — and those of his son eric — imply that it’s women’s responsibility to avoid being harassed.,2016-08-03,phoebe lett
1,donald trump has new reason for not releasing tax returns: i.r.s. is picking on him,"donald j. trump, under pressure from mitt romney and others to release his tax returns, now says he may not be able to because of a curious number of audits.",2016-02-26,maggie haberman
1,trump’s a businessman. where’s his business backing?,"despite pushing proposals that sound like a corporate chieftain’s dream, the republican nominee isn’t getting much love from his peers.",2016-09-26,andrew sorkin
1,the forrest trump presidency,how does donald stack up against gump? not well.,2018-04-18,jennifer boylan
1,donald trump would ‘love’ to see michael bloomberg run,"donald trump called michael bloomberg, a former mayor of new york, a friend and said he would “love the competition” in the presidential race.",2016-01-23,maggie haberman
1,"reporter’s question, repeated, sets trump on latest media attack","after his profane tweet pushed cnn to allow an exception to its standards, the president trotted out his latest sobriquet: “corrupt news media.”",2019-10-02,michael
1,"donald trump fails to fill alabama stadium, but fans’ zeal is undiminished","at a characteristically bombastic event in mobile, ala., donald j. trump compared himself to the evangelist billy graham and denounced jeb bush and hillary rodham clinton.",2015-08-22,alan blinder
1,melania trump wants to end online bullying. her husband doesn’t help.,melania trump has long said she wants to curb online bullying. her efforts often clash with the president's habit of using twitter to insult people. ,2018-03-20,katie rogers
1,"seeking support and invoking faith, donald trump visits a black church for the first time","mr. trump expressed empathy with african-americans, but did not address what has made him so unpopular with them, like his real estate company’s discriminating against black tenants.",2016-09-03,yamiche alcindor
1,kasich: trump is unprepared to lead,"the republican presidential hopeful and governor of ohio, john kasich, said that donald j. trump, the republican front-runner, is not ready to become the leader of the free world.",2016-03-31,no author found
1,trump and clinton’s last debate: analysis,here’s how we analyzed in real time the last presidential debate between hillary clinton and donald j. trump.,2016-10-19,no author found
1,trump will withdraw u.s. from paris climate agreement,"the withdrawal process could take four years to complete, meaning a final decision would be up to the american voters in the next presidential election.",2017-06-01,michael
1,black protester punched at trump rally,"amateur video shows a white donald j. trump supporter in a cowboy hat punching a black protester in the face as he was led out of a rally in fayetteville, n.c.",2016-03-10,no author found
1,trump and clinton’s last debate: analysis,here’s how we analyzed in real time the last presidential debate between hillary clinton and donald j. trump.,2016-10-19,no author found
1,palin campaigns for trump in iowa,"the former republican vice-presidential candidate sarah palin voiced her support for donald j. trump on monday in cedar rapids, iowa, saying, “america loves you.”",2016-02-01,no author found
1,melania trump wants to end online bullying. her husband doesn’t help.,melania trump has long said she wants to curb online bullying. her efforts often clash with the president's habit of using twitter to insult people. ,2018-03-20,katie rogers
1,"speaker paul ryan, after an awkward courtship, endorses donald trump","after weeks of apparent reluctance, the speaker said he was confident that his party’s presumptive nominee would press “our agenda” if elected.",2016-06-02,emmarie huetteman
1,"seeking support and invoking faith, donald trump visits a black church for the first time","mr. trump expressed empathy with african-americans, but did not address what has made him so unpopular with them, like his real estate company’s discriminating against black tenants.",2016-09-03,yamiche alcindor
1,trump in a box,what’s in a name?,2015-08-19,paul krugman
1,the week trump won,"like with the bolsheviks’ takeover of russia, we are witnessing a clash of political, moral, economic and social ideologies all rolled into one.",2017-10-27,david brooks
1,major chain in canada pulls ivanka trump’s clothing,"the hudson’s bay company, canada’s largest non-discount department store, ended online sales of the brand and will not order more for stores.",2018-07-15,ian austen
1,david cameron on donald trump,"prime minister david cameron of britain said in parliament on wednesday that he thought donald j. trump’s remarks were “divisive, stupid and wrong.”",2015-12-16,no author found
1,trump retreats from flavor ban for e-cigarettes,advisers say the president pulled back from proposed restrictions intended to curb teenage vaping after he was warned of the political fallout among voters.,2019-11-18,annie karni
1,trump’s looming onstage presence,the second presidential debate demonstrated donald j. trump’s ability to command the stage even as hillary clinton kept to her mark.,2016-10-10,jim rutenberg
1,trump retreats from flavor ban for e-cigarettes,advisers say the president pulled back from proposed restrictions intended to curb teenage vaping after he was warned of the political fallout among voters.,2019-11-18,annie karni
1,trump defends the tea party,gop presidential candidate donald trump slams media treatment of the tea party. rough cut (no reporter narration).,2015-08-29,no author found
1,"if they google you, do you win?","internet search data can tell us something about election day. what that something is, though, is very hard to say.",2016-10-22,stuart gabriel
1,why won’t donald trump speak for america?,the president lays himself at vladimir putin’s feet. ,2018-07-17,no author found
1,donald trump puts off israel trip and meeting with benjamin netanyahu,"the change of travel plans comes as donald j. trump, the republican presidential candidate, has created an international firestorm, including in israel, with his proposal to bar muslims from entering the united states.",2015-12-10,alan rappeport
1,the keys to trump’s appeal,"donald j. trump is leading the polls in the republican presidential race, and he does well with nearly every voter demographic. but pollsters still struggle to define what drives his supporters.",2015-08-22,erica berenstein
1,review: ‘frontline’ recaps trump campaign with his greatest hits,"pbs concludes a series of reports with “trump’s road to the white house.” for trump critics, it’s a horror film. for supporters, it’s “the sound of music.”",2017-01-23,mike hale
1,trump calls omarosa manigault newman ‘that dog’ in his latest insult,"ms. manigault newman responded that mr. trump, who has also insulted don lemon and lebron james, “has absolutely no respect for women, for african-americans.’’",2018-08-14,michael
1,clinton and trump exchange compliments,"despite a contentious tone during the debate, the democratic presidential nominee, hillary clinton, and her republican counterpart, donald j. trump, closed the evening on a friendly note.",2016-10-10,ainara tiefenthäler
1,the keys to trump’s appeal,"donald j. trump is leading the polls in the republican presidential race, and he does well with nearly every voter demographic. but pollsters still struggle to define what drives his supporters.",2015-08-22,erica berenstein
1,"comey and trump, the g-man vs. the mob boss",taking the low road during infrastructure week.,2017-06-10,maureen dowd
1,trump tries for a reset,the speech gave a glimpse of a potentially successful trump presidency — and why it’s already slipped away.,2018-01-31,ross douthat
1,how donald trump picked his running mate,a behind-the-scenes look at how the nominee thinks.,2016-07-20,robert draper
1,2017: the year in visual opinion stories,"the importance of intelligent and thoughtful debate on the most pressing issues of our times has always been the guiding principle of the new york times opinion section, and is more relevant now than ever. this year, we brought new focus to making bold arguments through visuals. strong arguments aren’t just read — they are seen, heard, felt and experienced. here are a few of our favorites from the year.",2017-12-28,no author found
1,review: ‘frontline’ recaps trump campaign with his greatest hits,"pbs concludes a series of reports with “trump’s road to the white house.” for trump critics, it’s a horror film. for supporters, it’s “the sound of music.”",2017-01-23,mike hale
1,mueller interview with trump is said to be likely,white house officials viewed it as a sign that the special counsel’s inquiry was nearly over. but it touched off discussions about the perils of the president having an interview.,2018-01-09,matt apuzzo
1,"trump walks in front of queen elizabeth, causing social media frenzy",there was little sympathy online for president trump after a faux pas while meeting with the queen.,2018-07-14,sarah mervosh
1,donald trump takes to solo stage instead of g.o.p. debate,it was supposed to be about the veterans. it was not really about the veterans.,2016-01-29,michael barbaro
1,trump meets ‘world’s most famous dog’,"president trump held an event in the rose garden on monday to celebrate conan, the military dog who was injured in the raid that killed the isis leader abu bakr al-baghdadi.",2019-11-25,no author found
1,trump meets ‘world’s most famous dog’,"president trump held an event in the rose garden on monday to celebrate conan, the military dog who was injured in the raid that killed the isis leader abu bakr al-baghdadi.",2019-11-25,no author found
1,donald trump and mike pence: the political reality show,selecting mr. pence as his running mate is mr. trump’s biggest compromise yet with the establishment he claims to reject.,2016-07-15,no author found
1,another trump accuser comes forward,"karena virginia says that donald j. trump, the republican presidential nominee, touched her inappropriately in 1998.",2016-10-20,no author found
1,"comey and trump, the g-man vs. the mob boss",taking the low road during infrastructure week.,2017-06-10,maureen dowd
1,trump backs criminal justice reform plan,president trump announced his support for a proposal by a bipartisan group of lawmakers to substantially rewrite sentencing and prison laws.,2018-11-14,no author found
1,trump calls april ryan a ‘loser’,president trump criticized a prominent black journalist and said white house reporters “have to treat the presidency with respect.”,2018-11-09,no author found
1,"trump appeals to republicans in las vegas, leaving behind washington’s legislative chaos","on a visit to nevada, president trump delivered a blunt message he has repeated at rallies for weeks: “we need more republicans.”",2018-06-23,katie rogers
1,donald trump takes to solo stage instead of g.o.p. debate,it was supposed to be about the veterans. it was not really about the veterans.,2016-01-29,michael barbaro
1,donald trump pushes serious image in the capital,mr. trump’s whirlwind day in washington was part of his effort to demonstrate that he is running a serious presidential campaign.,2016-03-22,ashley parker
1,riling up the base may backfire on trump,"not only does it get democrats going, it hurts him with republican moderates.",2018-06-18,stanley
1,"trump attacks. de blasio strikes back, and hopes voters notice.","mayor bill de blasio, trailing badly in the 2020 democratic race, has embraced mr. trump’s insults as a way to elevate his national profile.",2019-07-26,jeffery mays
1,"melania trump, in supporting role, shows subdued star power on trip","mrs. trump’s travels with the president were something of a coming-out party, which may offer clues to what kind of first lady she could become.",2017-05-28,mark landler
1,trump is an existential threat,you can’t say yes to trump and yes to common decency.,2016-11-03,charles
1,the dangers of donald trump,"at home and abroad, some risks are fairly easy to predict, but they’re not the worst-case scenarios.",2016-10-29,ross douthat
1,"trump appeals to republicans in las vegas, leaving behind washington’s legislative chaos","on a visit to nevada, president trump delivered a blunt message he has repeated at rallies for weeks: “we need more republicans.”",2018-06-23,katie rogers
1,mike pence joins conservatives to revel in trump’s win,mr. trump’s upset victory last month has left many groups eager to brand the triumph as their own.,2016-12-07,matt flegenheimer
1,donald trump pushes serious image in the capital,mr. trump’s whirlwind day in washington was part of his effort to demonstrate that he is running a serious presidential campaign.,2016-03-22,ashley parker
1,donald trump on the n.s.a.,read the latest updates from mr. trump.,2015-12-15,no author found
1,trump again says he wishes sessions were not attorney general,president trump said on twitter that he wished he had chosen another good lawyer to be his attorney general.,2018-05-30,eileen sullivan
1,riling up the base may backfire on trump,"not only does it get democrats going, it hurts him with republican moderates.",2018-06-18,stanley
1,donald trump pushes serious image in the capital,mr. trump’s whirlwind day in washington was part of his effort to demonstrate that he is running a serious presidential campaign.,2016-03-22,ashley parker
1,trump entering white house unbent and unpopular,"president-elect donald j. trump will take office with less popular support than any new president in modern times, according to an array of polls.",2017-01-18,peter baker
1,riling up the base may backfire on trump,"not only does it get democrats going, it hurts him with republican moderates.",2018-06-18,stanley
1,donald trump keeps up criticism of ted cruz after the debate,"donald j. trump, the morning after the latest republican presidential debate, made clear that his friendship with senator ted cruz was on the rocks. he described mr. cruz as “strident” and called his characterization of new york city “disgraceful.”",2016-01-15,alan rappeport
1,donald trump’s ‘very special’ victory in syria,"it’s certainly special for erdogan, putin and al-assad.",2019-10-24,no author found
1,and then there was trump,"if you’re hillary clinton, how do you deal with an opponent for whom there is no precedent in presidential politics?",2016-07-28,thomas
1,donald trump on the n.s.a.,read the latest updates from mr. trump.,2015-12-15,no author found
1,ivanka trump has the president’s ear. here’s her agenda.,the first daughter has the president’s trust and a widening portfolio. so what will she do with it?,2017-05-02,jodi kantor
1,a subdued donald trump showed a side we rarely see,"neither good nor awful, mr. trump and his many personas — boisterous, prickly and even compassionate — all seemed muted.",2016-09-27,ashley parker
1,trump’s shutdown was a cruel joke,it revealed the folly of the president’s approach to politics.,2019-01-26,no author found
1,donald trump’s ‘very special’ victory in syria,"it’s certainly special for erdogan, putin and al-assad.",2019-10-24,no author found
1,and then there was trump,"if you’re hillary clinton, how do you deal with an opponent for whom there is no precedent in presidential politics?",2016-07-28,thomas
1,ivanka trump has the president’s ear. here’s her agenda.,the first daughter has the president’s trust and a widening portfolio. so what will she do with it?,2017-05-02,jodi kantor
1,a subdued donald trump showed a side we rarely see,"neither good nor awful, mr. trump and his many personas — boisterous, prickly and even compassionate — all seemed muted.",2016-09-27,ashley parker
1,trump’s shutdown was a cruel joke,it revealed the folly of the president’s approach to politics.,2019-01-26,no author found
1,"trump, a new style of fighter, takes the ring",donald j. trump’s buoyantly belligerent news conference showed he had no plans to betray his roots to appear more presidential.,2017-01-11,glenn thrush
1,trump vows action on illegal immigrants,"at a campaign event in new hampshire, the republican presidential candidate donald j. trump continued to take a hard-line stance on illegal immigration.",2015-08-20,no author found
1,‘s.n.l.’ hammers donald trump as a ‘gift’ to vladimir putin for christmas,"in its final episode of 2016, “saturday night live” again poked fun at the president-elect, including his relationship with the russian president.",2016-12-18,dave itzkoff
1,sessions is questioned as russia inquiry focuses on obstruction,"the attorney general, as well as james b. comey, the former f.b.i. director, were questioned in the inquiry into russia’s election interference and whether president trump obstructed justice.",2018-01-23,michael schmidt
1,jeb bush takes aim at donald trump in new hampshire ad,"“when anybody disparages people with disabilities, it sets me off,” says mr. bush, defending calling his rival a “jerk.”",2016-01-14,nick corasaniti
1,trump takes heat from clinton and obama as a poll hints at trouble,"president obama denounced donald trump for playing to the nation’s worst fears, and hillary clinton painted him as something of an oddball.",2016-06-15,maggie haberman
1,inaugural speech dims g.o.p. hopes for a more conservative trump agenda,"the new president challenged establishment views on domestic, fiscal and foreign affairs, setting up a clash over republicans’ long-held identity.",2017-01-21,jonathan martin
1,donald trump renews attacks on bill clinton,"mr. trump ratcheted up his attacks on mr. clinton over scandals involving women before and during his presidency, calling him one of “the great abusers of the world.”",2015-12-31,maggie haberman
1,"trump denigrates us diplomats, pushes conspiracy theories","offering his own take on five long days of public hearings, president donald trump brushed off the impeachment inquiry as “total nonsense” on friday and bad-mouthed a number of the u.s. diplomats who testified to congress about his ukraine pressure campaign.",2019-11-22,no author found
1,donald trump veers from paying legal fees for roughing up protesters,"donald j. trump acknowledged that paying legal fees in the case of a supporter attacking a protester at a north carolina rally last week might be an endorsement of violence. “i don’t condone violence and i didn’t say i was going to pay for his fees,” mr. trump said.",2016-03-15,alan rappeport
1,"‘horseface,’ ‘lowlife,’ ‘fat, ugly’: how the president demeans women","president trump has a history of attacking women by mocking their bodily functions, demeaning their looks or comparing them to animals.",2018-10-16,michael
1,donald trump’s campaign stands by embrace of putin,the signals of preference for the leadership of an adversary over that of the president came despite criticism from democrats and discomfort among republicans.,2016-09-08,jonathan martin
1,‘s.n.l.’ hammers donald trump as a ‘gift’ to vladimir putin for christmas,"in its final episode of 2016, “saturday night live” again poked fun at the president-elect, including his relationship with the russian president.",2016-12-18,dave itzkoff
1,donald trump jr. critiques mueller in new book,the president’s son devotes space in his new book to mocking robert s. mueller iii’s performance testifying before lawmakers in july.,2019-11-02,maggie haberman
1,trump vows action on illegal immigrants,"at a campaign event in new hampshire, the republican presidential candidate donald j. trump continued to take a hard-line stance on illegal immigration.",2015-08-20,no author found
1,donald trump renews attacks on bill clinton,"mr. trump ratcheted up his attacks on mr. clinton over scandals involving women before and during his presidency, calling him one of “the great abusers of the world.”",2015-12-31,maggie haberman
1,‘s.n.l.’ hammers donald trump as a ‘gift’ to vladimir putin for christmas,"in its final episode of 2016, “saturday night live” again poked fun at the president-elect, including his relationship with the russian president.",2016-12-18,dave itzkoff
1,"trump denigrates us diplomats, pushes conspiracy theories","offering his own take on five long days of public hearings, president donald trump brushed off the impeachment inquiry as “total nonsense” on friday and bad-mouthed a number of the u.s. diplomats who testified to congress about his ukraine pressure campaign.",2019-11-22,no author found
1,women’s accusations drag trump’s behavior back to center stage,"after he said that his past boasting of contact with women against their will was just “locker room talk,” several women came forward to claim he touched them inappropriately.",2016-10-13,maggie haberman
1,donald trump likens his schooling to military service in book,"a forthcoming biography portrays the presidential candidate, who received draft deferments, as preoccupied by winning and self-promotion since childhood.",2015-09-08,michael barbaro
1,tensions boil over at trump rally,"the police, some using nightsticks, clashed with protesters outside a rally in san diego for the republican presidential candidate donald j. trump.",2016-05-28,cbs
1,melania trump speaks at campaign event,"the wife of donald j. trump has not spoken often during her husband's run for president, but she delivered a short speech for him at a rally in milwaukee.",2016-04-05,no author found
1,donald trump veers from paying legal fees for roughing up protesters,"donald j. trump acknowledged that paying legal fees in the case of a supporter attacking a protester at a north carolina rally last week might be an endorsement of violence. “i don’t condone violence and i didn’t say i was going to pay for his fees,” mr. trump said.",2016-03-15,alan rappeport
1,"‘horseface,’ ‘lowlife,’ ‘fat, ugly’: how the president demeans women","president trump has a history of attacking women by mocking their bodily functions, demeaning their looks or comparing them to animals.",2018-10-16,michael
1,donald trump’s campaign stands by embrace of putin,the signals of preference for the leadership of an adversary over that of the president came despite criticism from democrats and discomfort among republicans.,2016-09-08,jonathan martin
1,donald trump veers from paying legal fees for roughing up protesters,"donald j. trump acknowledged that paying legal fees in the case of a supporter attacking a protester at a north carolina rally last week might be an endorsement of violence. “i don’t condone violence and i didn’t say i was going to pay for his fees,” mr. trump said.",2016-03-15,alan rappeport
1,"‘horseface,’ ‘lowlife,’ ‘fat, ugly’: how the president demeans women","president trump has a history of attacking women by mocking their bodily functions, demeaning their looks or comparing them to animals.",2018-10-16,michael
1,donald trump’s campaign stands by embrace of putin,the signals of preference for the leadership of an adversary over that of the president came despite criticism from democrats and discomfort among republicans.,2016-09-08,jonathan martin
1,carl icahn on advising trump,"concerns about conflicts of interest are “crazy,” said the billionaire investor carl icahn, who will serve as a special adviser to donald trump on regulatory issues.",2016-12-22,cnbc
1,donald trump jr. critiques mueller in new book,the president’s son devotes space in his new book to mocking robert s. mueller iii’s performance testifying before lawmakers in july.,2019-11-02,maggie haberman
1,putin seeks cooperation with trump,"at russia’s annual state of the nation address on thursday, president vladimir v. putin said he wanted to work with the incoming administration, although he did not mention president-elect donald j. trump’s name.",2016-12-01,russian pool
1,"trump lied because he ‘never expected to win,’ cohen testifies","president trump’s former lawyer, michael d. cohen, told congress that mr. trump continued to oversee negotiations for a trump tower project in moscow during the 2016 campaign and lied about it.",2019-02-27,no author found
1,"trump asks son-in-law, jared kushner, to plan for transition team","the presumptive republican nominee has asked his son-in-law, the publisher of the new york observer, to begin the planning for a transition team to aid him in assuming the presidency if he wins in november.",2016-05-06,ashley parker
1,"jared kushner defends donald trump, his father-in-law, on bias charge","the publisher of the new york observer wrote in an op-ed that mr. trump was not an anti-semite or a racist, but that his campaign could be “careless” on twitter.",2016-07-06,jonathan mahler
1,trump on his super tuesday victories,"donald j. trump spoke on tuesday night at mar-a-lago in palm beach, fla., after he dominated most of the contests.",2016-03-02,no author found
1,"donald drumpf: a funny label, but is it fair?","a revelation that donald trump’s family name was once drumpf caused plenty of buzz, but the change happened long before his ancestors came to the united states.",2016-03-02,daniel victor
1,the obama-trump voters are real. here’s what they think.,they supported mr. obama in 2012 and are the main reason mr. trump is president now. what can we learn from them?,2017-08-15,nate cohn
1,writing at the speed of trump’s scandals,in which a columnist attempts to keep up with white house news.,2017-12-02,bret stephens
1,donald trump says intern apologizes for twitter message on iowans and corn,donald. j. trump apologized on behalf of an intern who suggested on twitter that iowans had brain issues because of corn.,2015-10-22,alan rappeport
1,donald trump uses death of dwyane wade’s cousin to illustrate his view,"mr. trump did not initially offer condolences in his twitter message, but instead linked the death to his effort to win support from african-american voters.",2016-08-27,nick corasaniti
1,mr. trump’s wild ride,down the homestretch with the impossible nominee.,2016-05-18,robert draper
1,notes of investigators fill in details of key events examined by mueller,"documents released by the justice department in response to a lawsuit by the news media include summaries of interviews with michael cohen, hope hicks and rod rosenstein.",2019-12-04,maggie haberman
1,"trump comments on race open breach with c.e.o.s, military and g.o.p.","president trump was abandoned by executives, contradicted by military leaders and shunned by republicans outraged by his defense of white nationalists.",2017-08-17,michael
1,"trump lied because he ‘never expected to win,’ cohen testifies","president trump’s former lawyer, michael d. cohen, told congress that mr. trump continued to oversee negotiations for a trump tower project in moscow during the 2016 campaign and lied about it.",2019-02-27,no author found
1,"trump asks son-in-law, jared kushner, to plan for transition team","the presumptive republican nominee has asked his son-in-law, the publisher of the new york observer, to begin the planning for a transition team to aid him in assuming the presidency if he wins in november.",2016-05-06,ashley parker
1,trump meets theresa may of britain as he weighs lifting russia sanctions,"as he hosts his first foreign leader since taking office, president trump is contemplating lifting sanctions against russia despite european objections.",2017-01-27,peter baker
1,wall street journal editorial harshly rebukes trump,"the editorial said president trump was damaging his presidency with “exaggerations, evidence-free accusations, implausible denials and other falsehoods.”",2017-03-22,sydney ember
